year,region,10_12_public_science_humanities,10_12_public_technology,10_12_public_artistic,10_12_public_professional_CP,10_12_public_professional_AC,10_12_public_education,10_12_public_vocational,10_12_private_science_humanities,10_12_private_technology,10_12_private_artistic,10_12_private_professional_CP,10_12_private_professional_AC,10_12_private_education,10_12_private_vocational
2011 / 2012,Alentejo Litoral,1303.0,19.0,,447.0,57.0,17.0,,106.0,0.0,,445.0,0.0,0.0,
2011 / 2012,Alcácer do Sal,190.0,,,23.0,,,,0.0,,,0.0,,,
2011 / 2012,Grândola,172.0,,,191.0,,,,0.0,,,0.0,,,
2011 / 2012,Odemira,302.0,,,62.0,,,,106.0,,,206.0,,,
2011 / 2012,Santiago do Cacém,425.0,19.0,,134.0,57.0,17.0,,0.0,0.0,,0.0,0.0,0.0,
2011 / 2012,Sines,214.0,,,37.0,,,,0.0,,,239.0,,,
2011 / 2012,Baixo Alentejo,1656.0,63.0,,954.0,46.0,15.0,,0.0,0.0,,700.0,0.0,0.0,
2011 / 2012,Aljustrel,83.0,,,89.0,5.0,,,0.0,,,0.0,0.0,,
2011 / 2012,Almodôvar,66.0,,,76.0,,,,0.0,,,0.0,,,
2011 / 2012,Alvito,,,,,,,,,,,,,,
2011 / 2012,Barrancos,,,,,,,,,,,,,,
2011 / 2012,Beja,782.0,32.0,,331.0,41.0,15.0,,0.0,0.0,,93.0,0.0,0.0,
2011 / 2012,Castro Verde,121.0,,,62.0,,,,0.0,,,0.0,,,
2011 / 2012,Cuba,,,,,,,,,,,,,,
2011 / 2012,Ferreira do Alentejo,39.0,,,40.0,,,,0.0,,,0.0,,,
2011 / 2012,Mértola,76.0,,,64.0,,,,0.0,,,78.0,,,
2011 / 2012,Moura,217.0,31.0,,71.0,,,,0.0,0.0,,134.0,,,
2011 / 2012,Ourique,60.0,,,21.0,,,,0.0,,,0.0,,,
2011 / 2012,Serpa,212.0,,,200.0,,,,0.0,,,0.0,,,
2011 / 2012,Vidigueira,,,,,,,,,,,,,,
2011 / 2012,Lezíria do Tejo,3737.0,92.0,,1399.0,357.0,44.0,,0.0,0.0,,1253.0,0.0,0.0,
2011 / 2012,Almeirim,265.0,,,157.0,,,,0.0,,,0.0,,,
2011 / 2012,Alpiarça,95.0,10.0,,33.0,,,,0.0,0.0,,0.0,,,
2011 / 2012,Azambuja,159.0,,,128.0,,,,0.0,,,0.0,,,
2011 / 2012,Benavente,452.0,,,104.0,,,,0.0,,,0.0,,,
2011 / 2012,Cartaxo,399.0,,,149.0,,21.0,,0.0,,,0.0,,0.0,
2011 / 2012,Chamusca,95.0,9.0,,,,,,0.0,0.0,,,,,
2011 / 2012,Coruche,306.0,,,46.0,,,,0.0,,,150.0,,,
2011 / 2012,Golegã,20.0,,,28.0,,,,0.0,,,0.0,,,
2011 / 2012,Rio Maior,323.0,,,157.0,,23.0,,0.0,,,224.0,,0.0,
2011 / 2012,Salvaterra de Magos,352.0,,,144.0,,,,0.0,,,325.0,,,
2011 / 2012,Santarém,1271.0,73.0,,453.0,357.0,,,0.0,0.0,,554.0,0.0,,
2011 / 2012,Alto Alentejo,1959.0,50.0,,729.0,166.0,75.0,,0.0,0.0,,373.0,0.0,0.0,
2011 / 2012,Alter do Chão,48.0,,,116.0,,,,0.0,,,0.0,,,
2011 / 2012,Arronches,,,,,,,,,,,,,,
2011 / 2012,Avis,,,,,,,,,,,,,,
2011 / 2012,Campo Maior,134.0,,,99.0,,,,0.0,,,0.0,,,
2011 / 2012,Castelo de Vide,,,,,,,,,,,,,,
2011 / 2012,Crato,,,,,,,,,,,,,,
2011 / 2012,Elvas,534.0,24.0,,159.0,,,,0.0,0.0,,36.0,,,
2011 / 2012,Fronteira,,,,14.0,,,,,,,0.0,,,
2011 / 2012,Gavião,,,,16.0,,,,,,,0.0,,,
2011 / 2012,Marvão,,,,,,,,,,,,,,
2011 / 2012,Monforte,,,,,,,,,,,,,,
2011 / 2012,Nisa,83.0,,,,,,,0.0,,,,,,
2011 / 2012,Ponte de Sor,366.0,,,113.0,36.0,,,0.0,,,0.0,0.0,,
2011 / 2012,Portalegre,794.0,26.0,,212.0,130.0,75.0,,0.0,0.0,,0.0,0.0,0.0,
2011 / 2012,Sousel,,,,,,,,,,,,,,
2011 / 2012,Alentejo Central,3198.0,94.0,,980.0,166.0,,,0.0,0.0,,614.0,0.0,,
2011 / 2012,Alandroal,,,,13.0,,,,,,,0.0,,,
2011 / 2012,Arraiolos,134.0,,,41.0,,,,0.0,,,0.0,,,
2011 / 2012,Borba,,,,,,,,,,,,,,
2011 / 2012,Estremoz,459.0,,,83.0,,,,0.0,,,91.0,,,
2011 / 2012,Évora,1253.0,70.0,,343.0,166.0,,,0.0,0.0,,523.0,0.0,,
2011 / 2012,Montemor-o-Novo,219.0,9.0,,66.0,,,,0.0,0.0,,0.0,,,
2011 / 2012,Mora,50.0,,,29.0,,,,0.0,,,0.0,,,
2011 / 2012,Mourão,,,,,,,,,,,,,,
2011 / 2012,Portel,,,,27.0,,,,,,,0.0,,,
2011 / 2012,Redondo,59.0,,,87.0,,,,0.0,,,0.0,,,
2011 / 2012,Reguengos de Monsaraz,276.0,,,78.0,,,,0.0,,,0.0,,,
2011 / 2012,Vendas Novas,283.0,15.0,,103.0,,,,0.0,0.0,,0.0,,,
2011 / 2012,Viana do Alentejo,104.0,,,27.0,,,,0.0,,,0.0,,,
2011 / 2012,Vila Viçosa,361.0,,,83.0,,,,0.0,,,0.0,,,
2011 / 2012,Algarve,7406.0,247.0,51.0,4583.0,875.0,144.0,,189.0,0.0,0.0,452.0,0.0,0.0,
2011 / 2012,Algarve,7406.0,247.0,51.0,4583.0,875.0,144.0,,189.0,0.0,0.0,452.0,0.0,0.0,
2011 / 2012,Albufeira,792.0,,,528.0,,,,0.0,,,117.0,,,
2011 / 2012,Alcoutim,,,,,,,,,,,,,,
2011 / 2012,Aljezur,,,,,,,,,,,,,,
2011 / 2012,Castro Marim,,,,,,,,,,,,,,
2011 / 2012,Faro,1422.0,58.0,51.0,720.0,557.0,50.0,,0.0,0.0,0.0,100.0,0.0,0.0,
2011 / 2012,Lagoa,109.0,,,187.0,,,,73.0,,,0.0,,,
2011 / 2012,Lagos,664.0,22.0,,461.0,15.0,,,21.0,0.0,,0.0,0.0,,
2011 / 2012,Loulé,1102.0,28.0,,573.0,,52.0,,76.0,0.0,,149.0,,0.0,
2011 / 2012,Monchique,,,,,,,,,,,,,,
2011 / 2012,Olhão,626.0,,,412.0,,,,0.0,,,0.0,,,
2011 / 2012,Portimão,1250.0,81.0,,869.0,220.0,42.0,,0.0,0.0,,86.0,0.0,0.0,
2011 / 2012,São Brás de Alportel,134.0,,,106.0,,,,0.0,,,0.0,,,
2011 / 2012,Silves,396.0,36.0,,248.0,,,,19.0,0.0,,0.0,,,
2011 / 2012,Tavira,512.0,,,193.0,,,,0.0,,,0.0,,,
2011 / 2012,Vila do Bispo,,,,,,,,,,,,,,
2011 / 2012,Vila Real de Santo António,399.0,22.0,,286.0,83.0,,,0.0,0.0,,0.0,0.0,,
2011 / 2012,Região Autónoma dos Açores,,,,,,,,,,,,,,
2011 / 2012,Região Autónoma dos Açores,,,,,,,,,,,,,,
2011 / 2012,Região Autónoma dos Açores,,,,,,,,,,,,,,
2011 / 2012,Angra do Heroísmo,,,,,,,,,,,,,,
2011 / 2012,Calheta,,,,,,,,,,,,,,
2011 / 2012,Corvo,,,,,,,,,,,,,,
2011 / 2012,Horta,,,,,,,,,,,,,,
2011 / 2012,Lagoa,,,,,,,,,,,,,,
2011 / 2012,Lajes das Flores,,,,,,,,,,,,,,
2011 / 2012,Lajes do Pico,,,,,,,,,,,,,,
2011 / 2012,Madalena,,,,,,,,,,,,,,
2011 / 2012,Nordeste,,,,,,,,,,,,,,
2011 / 2012,Ponta Delgada,,,,,,,,,,,,,,
2011 / 2012,Povoação,,,,,,,,,,,,,,
2011 / 2012,Ribeira Grande,,,,,,,,,,,,,,
2011 / 2012,Santa Cruz da Graciosa,,,,,,,,,,,,,,
2011 / 2012,Santa Cruz das Flores,,,,,,,,,,,,,,
2011 / 2012,São Roque do Pico,,,,,,,,,,,,,,
2011 / 2012,Velas,,,,,,,,,,,,,,
2011 / 2012,Vila da Praia da Vitória,,,,,,,,,,,,,,
2011 / 2012,Vila do Porto,,,,,,,,,,,,,,
2011 / 2012,Vila Franca do Campo,,,,,,,,,,,,,,
2011 / 2012,Região Autónoma da Madeira,,,,,,,,,,,,,,
2011 / 2012,Região Autónoma da Madeira,,,,,,,,,,,,,,
2011 / 2012,Região Autónoma da Madeira,,,,,,,,,,,,,,
2011 / 2012,Calheta,,,,,,,,,,,,,,
2011 / 2012,Câmara de Lobos,,,,,,,,,,,,,,
2011 / 2012,Funchal,,,,,,,,,,,,,,
2011 / 2012,Machico,,,,,,,,,,,,,,
2011 / 2012,Ponta do Sol,,,,,,,,,,,,,,
2011 / 2012,Porto Moniz,,,,,,,,,,,,,,
2011 / 2012,Porto Santo,,,,,,,,,,,,,,
2011 / 2012,Ribeira Brava,,,,,,,,,,,,,,
2011 / 2012,Santa Cruz,,,,,,,,,,,,,,
2011 / 2012,Santana,,,,,,,,,,,,,,
2011 / 2012,São Vicente,,,,,,,,,,,,,,
2010 / 2011,Portugal,175727.0,9305.0,2022.0,66269.0,18608.0,1715.0,,22191.0,4010.0,118.0,44193.0,61.0,402.0,
2010 / 2011,Continente,165152.0,6442.0,2022.0,65680.0,18137.0,1326.0,,21707.0,3935.0,118.0,40701.0,0.0,252.0,
2010 / 2011,Norte,59916.0,1607.0,885.0,26823.0,8464.0,621.0,,9492.0,3518.0,111.0,14989.0,0.0,227.0,
2010 / 2011,Alto Minho,4009.0,9.0,,2220.0,934.0,37.0,,223.0,0.0,,1760.0,0.0,0.0,
2010 / 2011,Arcos de Valdevez,309.0,,,269.0,,,,0.0,,,222.0,,,
2010 / 2011,Caminha,178.0,9.0,,18.0,,,,168.0,0.0,,461.0,,,
2010 / 2011,Melgaço,125.0,,,25.0,,,,0.0,,,94.0,,,
2010 / 2011,Monção,282.0,,,90.0,,,,0.0,,,191.0,,,
2010 / 2011,Paredes de Coura,81.0,,,22.0,,,,0.0,,,133.0,,,
2010 / 2011,Ponte da Barca,158.0,,,146.0,,,,0.0,,,133.0,,,
2010 / 2011,Ponte de Lima,708.0,,,645.0,,,,0.0,,,0.0,,,
2010 / 2011,Valença,206.0,,,66.0,,,,0.0,,,121.0,,,
2010 / 2011,Viana do Castelo,1831.0,,,885.0,934.0,37.0,,0.0,,,307.0,0.0,0.0,
2010 / 2011,Vila Nova de Cerveira,131.0,,,54.0,,,,55.0,,,98.0,,,
2010 / 2011,Cávado,7590.0,171.0,55.0,2951.0,1161.0,105.0,,1167.0,0.0,0.0,2215.0,0.0,0.0,
2010 / 2011,Amares,273.0,,,170.0,,,,0.0,,,124.0,,,
2010 / 2011,Barcelos,1671.0,89.0,,905.0,,21.0,,387.0,0.0,,400.0,,0.0,
2010 / 2011,Braga,4296.0,82.0,55.0,1297.0,1161.0,84.0,,780.0,0.0,0.0,944.0,0.0,0.0,
2010 / 2011,Esposende,658.0,,,198.0,,,,0.0,,,175.0,,,
2010 / 2011,Terras de Bouro,118.0,,,80.0,,,,0.0,,,0.0,,,
2010 / 2011,Vila Verde,574.0,,,301.0,,,,0.0,,,572.0,,,
2010 / 2011,Ave,6941.0,167.0,,3231.0,,22.0,,1338.0,0.0,,2257.0,,0.0,
2010 / 2011,Cabeceiras de Basto,,,,30.0,,,,,,,125.0,,,
2010 / 2011,Fafe,955.0,17.0,,278.0,,,,0.0,0.0,,145.0,,,
2010 / 2011,Guimarães,2831.0,86.0,,1076.0,,,,154.0,0.0,,574.0,,,
2010 / 2011,Mondim de Basto,142.0,,,139.0,,,,0.0,,,0.0,,,
2010 / 2011,Póvoa de Lanhoso,402.0,,,237.0,,22.0,,0.0,,,160.0,,0.0,
2010 / 2011,Vieira do Minho,209.0,,,151.0,,,,0.0,,,0.0,,,
2010 / 2011,Vila Nova de Famalicão,1937.0,17.0,,1079.0,,,,831.0,0.0,,1253.0,,,
2010 / 2011,Vizela,465.0,47.0,,241.0,,,,0.0,0.0,,0.0,,,
2010 / 2011,Área Metropolitana do Porto,26695.0,1113.0,830.0,11778.0,5261.0,322.0,,5818.0,2545.0,111.0,6194.0,0.0,227.0,
2010 / 2011,Arouca,337.0,,,249.0,,20.0,,0.0,,,0.0,,0.0,
2010 / 2011,Espinho,1055.0,,,468.0,,,,0.0,,,355.0,,,
2010 / 2011,Gondomar,1980.0,40.0,,816.0,76.0,,,620.0,0.0,,138.0,0.0,,
2010 / 2011,Maia,1794.0,39.0,,459.0,344.0,,,0.0,231.0,,143.0,0.0,,
2010 / 2011,Matosinhos,2840.0,,,956.0,13.0,36.0,,22.0,,,228.0,0.0,227.0,
2010 / 2011,Oliveira de Azeméis,804.0,,,688.0,,32.0,,0.0,,,0.0,,0.0,
2010 / 2011,Paredes,1310.0,66.0,,532.0,95.0,,,61.0,0.0,,0.0,0.0,,
2010 / 2011,Porto,4782.0,524.0,830.0,1916.0,3673.0,166.0,,3389.0,70.0,111.0,3227.0,0.0,0.0,
2010 / 2011,Póvoa de Varzim,1756.0,163.0,,456.0,,,,49.0,0.0,,0.0,,,
2010 / 2011,Santa Maria da Feira,1156.0,2.0,,719.0,964.0,68.0,,777.0,171.0,,170.0,0.0,0.0,
2010 / 2011,Santo Tirso,990.0,,,948.0,,,,344.0,,,561.0,,,
2010 / 2011,São João da Madeira,1029.0,47.0,,632.0,96.0,,,52.0,0.0,,232.0,0.0,,
2010 / 2011,Trofa,525.0,101.0,,229.0,,,,296.0,0.0,,0.0,,,
2010 / 2011,Vale de Cambra,414.0,,,246.0,,,,0.0,,,0.0,,,
2010 / 2011,Valongo,1744.0,64.0,,529.0,,,,0.0,0.0,,124.0,,,
2010 / 2011,Vila do Conde,1064.0,,,487.0,,,,0.0,,,217.0,,,
2010 / 2011,Vila Nova de Gaia,3115.0,67.0,,1448.0,,,,208.0,2073.0,,799.0,,,
2010 / 2011,Alto Tâmega,1531.0,,,575.0,354.0,,,0.0,,,328.0,0.0,,
2010 / 2011,Boticas,,,,16.0,,,,,,,0.0,,,
2010 / 2011,Chaves,874.0,,,242.0,354.0,,,0.0,,,281.0,0.0,,
2010 / 2011,Montalegre,130.0,,,44.0,,,,0.0,,,47.0,,,
2010 / 2011,Ribeira de Pena,87.0,,,79.0,,,,0.0,,,0.0,,,
2010 / 2011,Valpaços,223.0,,,105.0,,,,0.0,,,0.0,,,
2010 / 2011,Vila Pouca de Aguiar,217.0,,,89.0,,,,0.0,,,0.0,,,
2010 / 2011,Tâmega e Sousa,7257.0,70.0,,3618.0,,,,612.0,916.0,,893.0,,,
2010 / 2011,Amarante,521.0,,,352.0,,,,471.0,,,331.0,,,
2010 / 2011,Baião,267.0,,,98.0,,,,0.0,,,0.0,,,
2010 / 2011,Castelo de Paiva,246.0,,,269.0,,,,0.0,,,0.0,,,
2010 / 2011,Celorico de Basto,217.0,,,259.0,,,,0.0,,,0.0,,,
2010 / 2011,Cinfães,287.0,,,202.0,,,,0.0,,,19.0,,,
2010 / 2011,Felgueiras,1176.0,,,604.0,,,,0.0,,,240.0,,,
2010 / 2011,Lousada,919.0,,,287.0,,,,0.0,,,63.0,,,
2010 / 2011,Marco de Canaveses,1044.0,70.0,,499.0,,,,0.0,0.0,,92.0,,,
2010 / 2011,Paços de Ferreira,1012.0,,,333.0,,,,0.0,,,148.0,,,
2010 / 2011,Penafiel,1470.0,,,561.0,,,,0.0,,,0.0,,,
2010 / 2011,Resende,98.0,,,154.0,,,,141.0,,,0.0,,,
2010 / 2011,Douro,3851.0,51.0,,1610.0,428.0,68.0,,227.0,57.0,,1116.0,0.0,0.0,
2010 / 2011,Alijó,132.0,,,95.0,,,,0.0,,,0.0,,,
2010 / 2011,Armamar,,,,,,,,,,,,,,
2010 / 2011,Carrazeda de Ansiães,74.0,,,55.0,,,,0.0,,,68.0,,,
2010 / 2011,Freixo de Espada à Cinta,,,,12.0,,,,,,,0.0,,,
2010 / 2011,Lamego,658.0,,,264.0,,,,138.0,,,133.0,,,
2010 / 2011,Mesão Frio,86.0,,,85.0,,,,0.0,,,0.0,,,
2010 / 2011,Moimenta da Beira,306.0,,,77.0,,,,0.0,,,110.0,,,
2010 / 2011,Murça,113.0,,,29.0,,,,0.0,,,88.0,,,
2010 / 2011,Penedono,,,,,,,,,,,,,,
2010 / 2011,Peso da Régua,400.0,51.0,,545.0,,,,0.0,0.0,,0.0,,,
2010 / 2011,Sabrosa,111.0,,,39.0,,,,0.0,,,0.0,,,
2010 / 2011,Santa Marta de Penaguião,,,,,,,,,,,,,,
2010 / 2011,São João da Pesqueira,157.0,,,,,,,0.0,,,,,,
2010 / 2011,Sernancelhe,,,,,,,,,,,,,,
2010 / 2011,Tabuaço,94.0,,,26.0,,,,0.0,,,0.0,,,
2010 / 2011,Tarouca,121.0,,,40.0,,,,0.0,,,0.0,,,
2010 / 2011,Torre de Moncorvo,154.0,,,40.0,,,,0.0,,,0.0,,,
2010 / 2011,Vila Nova de Foz Côa,97.0,,,39.0,,,,0.0,,,0.0,,,
2010 / 2011,Vila Real,1348.0,,,264.0,428.0,68.0,,89.0,,,383.0,0.0,0.0,
2010 / 2011,Terras de Trás-os-Montes,2042.0,26.0,,840.0,326.0,67.0,,107.0,0.0,,226.0,0.0,0.0,
2010 / 2011,Alfândega da Fé,98.0,,,58.0,,,,0.0,,,0.0,,,
2010 / 2011,Bragança,786.0,26.0,,239.0,326.0,47.0,,0.0,0.0,,123.0,0.0,0.0,
2010 / 2011,Macedo de Cavaleiros,217.0,,,109.0,,,,0.0,,,0.0,,,
2010 / 2011,Miranda do Douro,145.0,,,38.0,,,,0.0,,,0.0,,,
2010 / 2011,Mirandela,400.0,,,345.0,,20.0,,107.0,,,103.0,,0.0,
2010 / 2011,Mogadouro,154.0,,,46.0,,,,0.0,,,0.0,,,
2010 / 2011,Vila Flor,124.0,,,5.0,,,,0.0,,,0.0,,,
2010 / 2011,Vimioso,,,,,,,,,,,,,,
2010 / 2011,Vinhais,118.0,,,,,,,0.0,,,,,,
2010 / 2011,Centro,37192.0,1787.0,,15632.0,2132.0,227.0,,5792.0,417.0,,11654.0,0.0,0.0,
2010 / 2011,Oeste,4890.0,177.0,,2352.0,,13.0,,1749.0,39.0,,1397.0,,0.0,
2010 / 2011,Alcobaça,651.0,46.0,,370.0,,,,458.0,10.0,,138.0,,,
2010 / 2011,Alenquer,643.0,,,332.0,,,,0.0,,,0.0,,,
2010 / 2011,Arruda dos Vinhos,,,,,,,,,,,,,,
2010 / 2011,Bombarral,226.0,1.0,,62.0,,,,0.0,0.0,,0.0,,,
2010 / 2011,Cadaval,152.0,,,58.0,,,,0.0,,,0.0,,,
2010 / 2011,Caldas da Rainha,889.0,71.0,,426.0,,13.0,,355.0,0.0,,292.0,,0.0,
2010 / 2011,Lourinhã,374.0,1.0,,169.0,,,,0.0,0.0,,0.0,,,
2010 / 2011,Nazaré,,,,,,,,,,,,,,
2010 / 2011,Óbidos,69.0,,,67.0,,,,0.0,,,0.0,,,
2010 / 2011,Peniche,460.0,,,181.0,,,,0.0,,,0.0,,,
2010 / 2011,Sobral de Monte Agraço,148.0,,,43.0,,,,0.0,,,0.0,,,
2010 / 2011,Torres Vedras,1278.0,58.0,,644.0,,,,251.0,0.0,,717.0,,,
2010 / 2011,Região de Aveiro,5794.0,352.0,,2825.0,360.0,19.0,,927.0,27.0,,1233.0,0.0,0.0,
2010 / 2011,Águeda,748.0,58.0,,384.0,206.0,19.0,,0.0,0.0,,0.0,0.0,0.0,
2010 / 2011,Albergaria-a-Velha,221.0,57.0,,231.0,,,,186.0,0.0,,128.0,,,
2010 / 2011,Anadia,333.0,,,132.0,,,,160.0,,,155.0,,,
2010 / 2011,Aveiro,2054.0,78.0,,592.0,154.0,,,0.0,0.0,,626.0,0.0,,
2010 / 2011,Estarreja,336.0,25.0,,397.0,,,,0.0,0.0,,0.0,,,
2010 / 2011,Ílhavo,476.0,70.0,,207.0,,,,0.0,0.0,,0.0,,,
2010 / 2011,Murtosa,48.0,,,33.0,,,,0.0,,,0.0,,,
2010 / 2011,Oliveira do Bairro,207.0,,,122.0,,,,282.0,,,51.0,,,
2010 / 2011,Ovar,965.0,64.0,,245.0,,,,0.0,0.0,,141.0,,,
2010 / 2011,Sever do Vouga,241.0,,,79.0,,,,0.0,,,0.0,,,
2010 / 2011,Vagos,165.0,,,403.0,,,,299.0,,,132.0,,,
2010 / 2011,Região de Coimbra,7481.0,463.0,,3084.0,485.0,98.0,,1060.0,0.0,,2478.0,0.0,0.0,
2010 / 2011,Arganil,212.0,,,205.0,130.0,11.0,,0.0,,,0.0,0.0,0.0,
2010 / 2011,Cantanhede,560.0,49.0,,195.0,,,,174.0,0.0,,214.0,,,
2010 / 2011,Coimbra,3319.0,208.0,,1493.0,355.0,50.0,,765.0,0.0,,726.0,0.0,0.0,
2010 / 2011,Condeixa-a-Nova,168.0,,,39.0,,,,0.0,,,0.0,,,
2010 / 2011,Figueira da Foz,1120.0,78.0,,297.0,,,,0.0,0.0,,330.0,,,
2010 / 2011,Góis,,,,,,,,,,,,,,
2010 / 2011,Lousã,297.0,37.0,,83.0,,,,0.0,0.0,,134.0,,,
2010 / 2011,Mealhada,199.0,,,33.0,,,,0.0,,,234.0,,,
2010 / 2011,Mira,154.0,14.0,,85.0,,,,0.0,0.0,,0.0,,,
2010 / 2011,Miranda do Corvo,145.0,24.0,,14.0,,,,0.0,0.0,,0.0,,,
2010 / 2011,Montemor-o-Velho,217.0,53.0,,36.0,,,,0.0,0.0,,283.0,,,
2010 / 2011,Mortágua,145.0,,,70.0,,,,0.0,,,93.0,,,
2010 / 2011,Oliveira do Hospital,406.0,,,159.0,,21.0,,0.0,,,130.0,,0.0,
2010 / 2011,Pampilhosa da Serra,12.0,,,25.0,,,,0.0,,,0.0,,,
2010 / 2011,Penacova,106.0,,,65.0,,16.0,,0.0,,,110.0,,0.0,
2010 / 2011,Penela,,,,,,,,,,,,,,
2010 / 2011,Soure,198.0,,,107.0,,,,121.0,,,84.0,,,
2010 / 2011,Tábua,144.0,,,105.0,,,,0.0,,,42.0,,,
2010 / 2011,Vila Nova de Poiares,79.0,,,73.0,,,,0.0,,,0.0,,,
2010 / 2011,Região de Leiria,4654.0,79.0,,1739.0,221.0,22.0,,882.0,165.0,,2022.0,0.0,0.0,
2010 / 2011,Alvaiázere,67.0,,,18.0,,,,0.0,,,30.0,,,
2010 / 2011,Ansião,183.0,,,,,,,0.0,,,,,,
2010 / 2011,Batalha,253.0,,,140.0,,,,0.0,,,0.0,,,
2010 / 2011,Castanheira de Pêra,,,,,,,,,,,,,,
2010 / 2011,Figueiró dos Vinhos,157.0,19.0,,57.0,,,,0.0,0.0,,0.0,,,
2010 / 2011,Leiria,2187.0,59.0,,700.0,221.0,22.0,,240.0,60.0,,587.0,0.0,0.0,
2010 / 2011,Marinha Grande,892.0,,,341.0,,,,22.0,,,306.0,,,
2010 / 2011,Pedrógão Grande,,,,,,,,,,,,,,
2010 / 2011,Pombal,643.0,1.0,,311.0,,,,428.0,49.0,,621.0,,,
2010 / 2011,Porto de Mós,272.0,,,172.0,,,,192.0,,,58.0,,,
2010 / 2011,Viseu Dão Lafões,5165.0,134.0,,1813.0,259.0,9.0,,0.0,0.0,,1626.0,0.0,0.0,
2010 / 2011,Aguiar da Beira,62.0,16.0,,56.0,,,,0.0,0.0,,0.0,,,
2010 / 2011,Carregal do Sal,112.0,,,90.0,,,,0.0,,,0.0,,,
2010 / 2011,Castro Daire,276.0,,,88.0,,,,0.0,,,91.0,,,
2010 / 2011,Mangualde,336.0,,,196.0,,,,0.0,,,0.0,,,
2010 / 2011,Nelas,250.0,,,129.0,,,,0.0,,,0.0,,,
2010 / 2011,Oliveira de Frades,238.0,,,93.0,,,,0.0,,,0.0,,,
2010 / 2011,Penalva do Castelo,100.0,,,103.0,,,,0.0,,,0.0,,,
2010 / 2011,Santa Comba Dão,222.0,,,68.0,,,,0.0,,,81.0,,,
2010 / 2011,São Pedro do Sul,297.0,,,103.0,,,,0.0,,,233.0,,,
2010 / 2011,Sátão,235.0,12.0,,90.0,,,,0.0,0.0,,0.0,,,
2010 / 2011,Tondela,502.0,,,129.0,,,,0.0,,,297.0,,,
2010 / 2011,Vila Nova de Paiva,99.0,,,42.0,,,,0.0,,,0.0,,,
2010 / 2011,Viseu,2318.0,100.0,,550.0,259.0,9.0,,0.0,0.0,,777.0,0.0,0.0,
2010 / 2011,Vouzela,118.0,6.0,,76.0,,,,0.0,0.0,,147.0,,,
2010 / 2011,Beira Baixa,1346.0,108.0,,551.0,251.0,,,35.0,0.0,,414.0,0.0,,
2010 / 2011,Castelo Branco,1026.0,108.0,,443.0,251.0,,,0.0,0.0,,320.0,0.0,,
2010 / 2011,Idanha-a-Nova,73.0,,,37.0,,,,0.0,,,94.0,,,
2010 / 2011,Oleiros,65.0,,,,,,,0.0,,,,,,
2010 / 2011,Penamacor,40.0,,,42.0,,,,0.0,,,0.0,,,
2010 / 2011,Proença-a-Nova,142.0,,,29.0,,,,35.0,,,0.0,,,
2010 / 2011,Vila Velha de Ródão,,,,,,,,,,,,,,
2010 / 2011,Médio Tejo,4036.0,254.0,,1639.0,332.0,21.0,,866.0,186.0,,1280.0,0.0,0.0,
2010 / 2011,Abrantes,720.0,14.0,,433.0,,,,0.0,0.0,,0.0,,,
2010 / 2011,Alcanena,154.0,48.0,,57.0,,,,0.0,0.0,,0.0,,,
2010 / 2011,Constância,,,,44.0,,,,,,,0.0,,,
2010 / 2011,Entroncamento,418.0,53.0,,69.0,,,,0.0,0.0,,241.0,,,
2010 / 2011,Ferreira do Zêzere,102.0,,,65.0,,,,0.0,,,0.0,,,
2010 / 2011,Mação,76.0,9.0,,57.0,,,,0.0,0.0,,0.0,,,
2010 / 2011,Ourém,467.0,,,165.0,,,,809.0,,,616.0,,,
2010 / 2011,Sardoal,50.0,,,60.0,,,,0.0,,,0.0,,,
2010 / 2011,Sertã,254.0,,,136.0,,,,57.0,,,131.0,,,
2010 / 2011,Tomar,924.0,95.0,,372.0,332.0,21.0,,0.0,0.0,,106.0,0.0,0.0,
2010 / 2011,Torres Novas,791.0,35.0,,163.0,,,,0.0,0.0,,186.0,,,
2010 / 2011,Vila de Rei,20.0,,,,,,,0.0,,,,,,
2010 / 2011,Vila Nova da Barquinha,60.0,,,18.0,,,,0.0,,,0.0,,,
2010 / 2011,Beiras e Serra da Estrela,3826.0,220.0,,1629.0,224.0,45.0,,273.0,0.0,,1204.0,0.0,0.0,
2010 / 2011,Almeida,114.0,,,18.0,,,,0.0,,,0.0,,,
2010 / 2011,Belmonte,67.0,16.0,,53.0,,,,0.0,0.0,,0.0,,,
2010 / 2011,Celorico da Beira,120.0,,,52.0,,,,0.0,,,0.0,,,
2010 / 2011,Covilhã,868.0,69.0,,520.0,21.0,15.0,,118.0,0.0,,34.0,0.0,0.0,
2010 / 2011,Figueira de Castelo Rodrigo,68.0,,,82.0,,,,0.0,,,0.0,,,
2010 / 2011,Fornos de Algodres,94.0,,,57.0,,,,0.0,,,0.0,,,
2010 / 2011,Fundão,407.0,,,261.0,,,,73.0,,,214.0,,,
2010 / 2011,Gouveia,214.0,10.0,,74.0,,,,0.0,0.0,,176.0,,,
2010 / 2011,Guarda,939.0,76.0,,191.0,156.0,,,0.0,0.0,,272.0,0.0,,
2010 / 2011,Manteigas,,,,,,,,,,,,,,
2010 / 2011,Mêda,71.0,,,37.0,,,,0.0,,,0.0,,,
2010 / 2011,Pinhel,143.0,,,24.0,,,,0.0,,,0.0,,,
2010 / 2011,Sabugal,119.0,,,61.0,,,,0.0,,,0.0,,,
